,Unnamed: 0,source,author,title,description,url,urlToImage,publishedAt,content
10,10,"{'id': 'engadget', 'name': 'Engadget'}",Mariella Moon,Amazon has a big sale on TP-Link routers and smart home gadgets,"If you're looking for new routers, mesh WiFi systems and smart home devices, such as lights and plugs, TP-Link is selling quite a few at a discount on Amazon. The TP-Link Archer AX73 WiFi 6 router is currently available for $140, which, while not quite its lo…",https://www.engadget.com/amazon-sale-tp-link-routers-smart-home-gadgets-132551567.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/73e0ee10-9659-11ed-bfbe-2cba8b0352eb,2023-01-17T13:25:51Z,"If you're looking for new routers, mesh WiFi systems and smart home devices, such as lights and plugs, TP-Link is selling quite a few at a discount on Amazon. The TP-Link Archer AX73 WiFi 6 router is… [+2185 chars]"
11,11,"{'id': 'engadget', 'name': 'Engadget'}",Mariella Moon,Amazon's RxPass offers Prime members generic medications for $5 a month,Amazon has launched a new subscription service that will let customers in the US get as many eligible medications as they need for $5 a month. The new service called RxPass is part of the e-commerce giant's Pharmacy business that originally launched in 2020 a…,https://www.engadget.com/amazon-rxpass-prime-generic-medications-5-a-month-103007949.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/3cb551b0-9bc2-11ed-9fbf-6c03b54322b2,2023-01-24T10:30:07Z,Amazon has launched a new subscription service that will let customers in the US get as many eligible medications as they need for $5 a month. The new service called RxPass is part of the e-commerce … [+1455 chars]
12,12,"{'id': 'engadget', 'name': 'Engadget'}",Mat Smith,The Morning After: The winners and losers in tech this year,"As we approach the end of the year, it’s time for Engadget to wrap up the successes and failures in tech from the last twelve months. While it might be easier point out the messes made by the likes of crypto, Google’s Stadia cloud gaming platform and, ugh, Tw…",https://www.engadget.com/the-morning-after-the-winners-and-losers-in-tech-this-year-121548540.html,https://s.yimg.com/os/creatr-uploaded-images/2022-02/6b26bbf0-8765-11ec-bffe-9c53b58697a5,2022-12-29T12:15:48Z,"As we approach the end of the year, its time for Engadget to wrap up the successes and failures in tech from the last twelve months. While it might be easier point out the messes made by the likes of… [+3878 chars]"
13,13,"{'id': 'engadget', 'name': 'Engadget'}",Steve Dent,Microsoft's Xbox Elite Wireless Controller Series 2 Core falls to a new low of $100,"Microsoft's best Xbox One and Xbox series wireless controller is the Xbox Elite Series 2, and the white Core version is now available at the lowest price we've seen yet. You can pick one up at Amazon-owned Woot for just $100, or $30 off the regular price. Buy…",https://www.engadget.com/microsofts-xbox-elite-wireless-controller-series-2-core-falls-to-a-new-low-of-100-112052109.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/8a4f9ea0-9b0c-11ed-ac2f-04daaed6c2fb,2023-01-23T11:20:52Z,"Microsoft's best Xbox One and Xbox series wireless controller is the Xbox Elite Series 2, and the white Core version is now available at the lowest price we've seen yet. You can pick one up at Amazon… [+1549 chars]"
14,14,"{'id': 'engadget', 'name': 'Engadget'}",Amy Skorheim,Google's Nest WiFi Pro routers are down to their lowest price ever,"Google launched support for the new Matter standard for Nest and Android devices on December 15th, and Google's Nest WiFi Pro routers were built to act as Matter controllers or hubs — in addition to providing access to the potentially faster and less congeste…",https://www.engadget.com/googles-nest-wi-fi-pro-routers-are-down-to-their-lowest-price-ever-181551353.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/0fb198e0-8b82-11ed-9fff-b32a10abd6a5,2023-01-03T18:15:51Z,"Google launched support for the new Matter standard for Nest and Android devices on December 15th, and Google's Nest WiFi Pro routers were built to act as Matter controllers or hubs in addition to pr… [+3150 chars]"
15,15,"{'id': 'engadget', 'name': 'Engadget'}",Amy Skorheim,Razer's Blade 15 gaming laptops with 12th-gen Intel CPUs are $400 off,"You can now save $400 on one of the best premium gaming laptop out there. The configuration of Razer's Blade 15 we recommend in our latest gaming laptop guide combines bleeding-edge performance and speedy graphics, all wrapped up in a sleek and sturdy aluminu…",https://www.engadget.com/razers-blade-15-gaming-laptops-with-12-th-gen-intel-cp-us-are-400-off-184549939.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/dcc05f40-8d23-11ed-b7ba-ae32683c4243,2023-01-05T18:45:49Z,You can now save $400 on one of the best premium gaming laptop out there. The configuration of Razer's Blade 15 we recommend in our latest gaming laptop guide combines bleeding-edge performance and s… [+2081 chars]
16,16,"{'id': 'engadget', 'name': 'Engadget'}",Cherlynn Low,The tech industry still has a long way to go when it comes to accessibility,"As many in the accessibility community will tell you, inclusive design isn’t an endeavor that’s “one and done.” It’s a continuous, ongoing effort to ensure that as new products and services are made, people with different needs or disabilities aren’t left out…",https://www.engadget.com/accessibility-in-big-tech-companies-2022-report-2023-140007102.html,https://s.yimg.com/os/creatr-uploaded-images/2022-10/ec222020-4a72-11ed-befd-aa5f02dab3cd,2023-01-16T15:00:07Z,"As many in the accessibility community will tell you, inclusive design isnt an endeavor thats one and done. Its a continuous, ongoing effort to ensure that as new products and services are made, peop… [+8892 chars]"
17,17,"{'id': 'engadget', 'name': 'Engadget'}",Kris Holt,Samsung's 2023 Freestyle can combine projections from two units into a massive image,"As ever, Samsung has a ton of news up its sleeve for CES, including some updates about its Freestyle portable projector. It looks pretty similar to the company's previous Freestyle model, but this one includes Samsung's smart TV platform and features its Gami…",https://www.engadget.com/samsung-2023-freestyle-portable-projector-cloud-gaming-edge-blending-031336930.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/2747bec0-8bdd-11ed-b7d2-29859d0f9f80,2023-01-04T03:13:36Z,"As ever, Samsung has a ton of news up its sleeve for CES, including some updates about its Freestyle portable projector. It looks pretty similar to the company's previous Freestyle model, but this on… [+966 chars]"
18,18,"{'id': 'engadget', 'name': 'Engadget'}",Jon Fingas,Apple is activating the HomePod mini's dormant temperature sensor,You might not need to buy the second-generation large HomePod to get additional smart home features — they could already be present in the speaker you have. MacRumorsnotes that Apple's HomePod product comparison section (scroll to the bottom) now says the Hom…,https://www.engadget.com/apple-homepod-mini-temperature-sensor-165546377.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/f73c02c0-974b-11ed-a56f-9baad456141e,2023-01-18T16:55:46Z,You might not need to buy the second-generation large HomePod to get additional smart home features they could already be present in the speaker you have. MacRumorsnotes that Apple's HomePod product … [+1291 chars]
19,19,"{'id': 'engadget', 'name': 'Engadget'}",Steve Dent,"Google is laying off 12,000 employees","Google parent Alphabet is cutting around 12,000 jobs, or around 6 percent of its global workforce, the company announced in a blog post directed at employees. CEO Sundar Pichai wrote that he was ""deeply sorry"" to employees that will be let go and that it was …",https://www.engadget.com/google-parent-alphabet-is-laying-off-12000-employees-105523115.html,https://s.yimg.com/os/creatr-uploaded-images/2022-07/24edc6a0-02cc-11ed-af77-f846cf750865,2023-01-20T10:55:23Z,"Google parent Alphabet is cutting around 12,000 jobs, or around 6 percent of its global workforce, it wrote in a company-wide email sent to employees. CEO Sundar Pichai wrote that he was ""deeply sorr… [+1311 chars]"
20,20,"{'id': 'engadget', 'name': 'Engadget'}",Mat Smith,The Morning After: Ticketmaster wants Congress to fix its bot problem,"In November, millions of Taylor Swift fans logged on to Ticketmaster to grab tickets for her 2023 tour. However, the site crashed, rendering verified users unable to purchase. Ticketmaster's parent company, Live Nation, explained that while 1.5 million people…",https://www.engadget.com/the-morning-after-ticketmaster-wants-congress-to-fix-its-bot-problem-121540336.html,https://s.yimg.com/os/creatr-images/2019-07/f010ad10-a3df-11e9-bfbf-b551faf121e0,2023-01-25T12:15:40Z,"In November, millions of Taylor Swift fans logged on to Ticketmaster to grab tickets for her 2023 tour. However, the site crashed, rendering verified users unable to purchase. Ticketmaster's parent c… [+3622 chars]"
21,21,"{'id': 'engadget', 'name': 'Engadget'}",Igor Bonifacic,The Meta Quest Pro is $400 off right now,"Less than three months after arriving on store shelves, Meta’s pricy Quest Pro headset is on sale for the first time ever. After a hefty 27 percent discount, the headset is currently $1,100 or $400 off through Amazon and other retailers. That’s an all-time lo…",https://www.engadget.com/meta-quest-pro-is-400-off-right-now-165902989.html,https://s.yimg.com/os/creatr-uploaded-images/2022-10/93684f66-56f0-11ed-b7f5-1df3c123e21b,2023-01-29T16:59:02Z,"Less than three months after arriving on store shelves, Metas pricy Quest Pro headset is on sale for the first time ever. After a hefty 27 percent discount, the headset is currently $1,100 or $400 of… [+1336 chars]"
22,22,"{'id': 'engadget', 'name': 'Engadget'}",Igor Bonifacic,"Microsoft could lay off as many as 11,000 employees this week","Microsoft could announce wide-sweeping layoffs within the next few days. The possibility of the tech giant laying off a significant part of its workforce was first reported by Sky News
 and later corroborated by Bloomberg
. Sky put the number of the cuts at…",https://www.engadget.com/microsoft-could-lay-off-as-many-as-11000-employees-this-week-204254529.html,https://s.yimg.com/os/creatr-images/2019-06/3fea2610-976d-11e9-bc7e-f7c501a19584,2023-01-17T20:42:54Z,"Microsoft could announce wide-sweeping layoffs within the next few days. The possibility of the tech giant laying off a significant part of its workforce was first reported by Sky News
 and later co… [+1462 chars]"
23,23,"{'id': 'engadget', 'name': 'Engadget'}",Steve Dent,Anker charging accessories are at all-time lows today,"Anker is notable for its premium charging products, but you also pay a premium for the extra quality. You can now grab a number of Anker chargers and other smartphone accessors at Amazon with discounts of up to 46 percent. Some of the key items include the An…",https://www.engadget.com/anker-charging-accessories-are-at-all-time-lows-today-101525837.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/efdc5ef0-9000-11ed-9fde-69f48c21d968,2023-01-09T10:15:25Z,"Anker is notable for its premium charging products, but you also pay a premium for the extra quality. You can now grab a number of Anker chargers and other smartphone accessors at Amazon with discoun… [+1524 chars]"
24,24,"{'id': 'engadget', 'name': 'Engadget'}",Karissa Bell,Parler has reportedly cut ‘majority’ of staff in recent weeks,"Parler parent company Parlement Technologies has cut the “majority” of its staff in recent weeks, according to a new report
. The Verge reports that the company has slashed close to 75 percent of staff, including several executives, in recent weeks with “app…",https://www.engadget.com/parler-layoffs-report-005417991.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/a87148b0-9149-11ed-96fa-bd2846fa8731,2023-01-11T00:54:17Z,"Parler parent company Parlement Technologies has cut the majority of its staff in recent weeks, according to a new report
. The Verge reports that the company has slashed close to 75 percent of staf… [+1436 chars]"
25,25,"{'id': 'engadget', 'name': 'Engadget'}",Kris Holt,SanDisk external drives and microSD cards are up to 65 percent off,"There's no such thing as having too much storage on hand. You'll never quite know when you could use a microSD card or SSD, and better safe than sorry. Stocking up when they're on sale is never a bad idea, so it's worth checking out the latest discounts on so…",https://www.engadget.com/sandisk-ssd-drives-microsd-cards-good-deal-163028014.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/d634a5d0-8b81-11ed-affd-7804cabf58e2,2023-01-25T16:30:28Z,"There's no such thing as having too much storage on hand. You'll never quite know when you could use a microSD card or SSD, and better safe than sorry. Stocking up when they're on sale is never a bad… [+1502 chars]"
26,26,"{'id': 'engadget', 'name': 'Engadget'}",Steve Dent,Amazon's latest sale knocks up to 43 percent off Fire tablets,"Amazon is having an January sale on its 8- and 10-inch Fire HD tablets with some of the lowest prices we've seen. The all-new Fire HD 8 with a 30 percent faster processor is available for just $60 for a savings of 40 percent, and the 2022 Fire HD 8 Plus is on…",https://www.engadget.com/amazons-latest-sale-knocks-up-to-43-percent-off-fire-tablets-092721131.html,https://s.yimg.com/os/creatr-uploaded-images/2020-06/62806d80-b9e3-11ea-b7ef-8ccff6441322,2023-01-16T09:27:21Z,Amazon is having an January sale on its 8- and 10-inch Fire HD tablets with some of the lowest prices we've seen. The all-new Fire HD 8 with a 30 percent faster processor is available for just $60 fo… [+1735 chars]
27,27,"{'id': 'engadget', 'name': 'Engadget'}",Mariella Moon,Apple's 512GB MacBook Air M2 is $220 off right now,"You can get the latest MacBook Air on sale right now — even better, the discounted variant is the one with the bigger storage capacity. The silver 2022 MacBook Air with 512GB of internal storage and Apple's M2 processor is currently listed for $1,279 on Amazo…",https://www.engadget.com/apple-512-gb-macbook-air-m2-deal-amazon-111848575.html,https://s.yimg.com/os/creatr-uploaded-images/2022-12/2b410ad0-875b-11ed-951f-09dde045094d,2022-12-29T11:18:48Z,"You can get the latest MacBook Air on sale right now even better, the discounted variant is the one with the bigger storage capacity. The silver 2022 MacBook Air with 512GB of internal storage and Ap… [+1916 chars]"
